age,sex,race,marital-status,relationship,workclass,fnlwgt,education,education-num,occupation,capital-gain,capital-loss,hours-per-week,native-country,target
59,0,0,1,1,1,148526,5,10,5,0,0,40,0,<=50K
36,0,0,0,0,2,160192,1,9,4,0,0,40,0,<=50K
50,0,0,6,4,4,74660,5,10,3,0,0,40,0,<=50K
60,0,0,1,1,5,142494,12,6,10,0,0,40,0,<=50K
30,0,0,1,1,2,122042,3,14,1,0,0,45,0,>50K
28,0,0,0,0,5,37088,0,13,5,0,0,50,0,<=50K
36,0,0,1,1,2,61778,5,10,10,0,0,60,0,>50K
27,0,0,1,1,2,123302,1,9,4,0,0,40,12,<=50K
18,1,0,0,3,2,89760,14,8,4,0,0,20,0,<=50K
44,0,0,1,1,4,165304,5,10,1,0,1485,40,0,>50K
56,0,1,1,1,2,104945,7,4,4,0,0,40,0,<=50K
51,0,1,1,1,5,192973,0,13,11,0,0,40,0,>50K
48,0,0,1,1,2,97863,0,13,3,0,0,45,25,>50K
31,0,0,1,1,2,73585,9,11,3,0,0,45,0,<=50K
35,0,0,0,0,2,29145,9,11,6,0,0,40,0,<=50K
35,0,0,2,5,2,175232,1,9,2,0,0,40,0,<=50K
36,0,0,1,1,2,325374,5,10,10,0,0,40,0,<=50K
47,0,0,1,1,1,107231,6,12,10,0,1672,65,0,<=50K
23,0,0,0,0,2,129345,5,10,4,0,0,25,0,<=50K
21,1,1,0,5,2,228395,5,10,5,0,0,20,0,<=50K
49,1,1,4,4,2,452402,5,10,1,0,0,60,0,<=50K
51,0,0,1,1,5,338260,10,15,3,15024,0,60,0,>50K
46,0,0,1,1,2,165138,9,11,10,0,0,40,0,<=50K
31,0,0,1,1,2,109055,1,9,7,3137,0,45,0,<=50K
27,0,0,1,1,2,193122,1,9,8,0,0,40,0,<=50K
48,0,0,1,1,2,191858,5,10,10,0,0,40,0,<=50K
30,1,1,2,4,2,297155,5,10,0,0,0,40,0,<=50K
29,0,0,2,0,4,181282,0,13,3,0,0,50,0,<=50K
50,1,0,0,0,3,111700,3,14,1,0,0,50,0,<=50K
18,0,1,0,0,2,35065,1,9,6,0,0,35,0,<=50K
37,0,0,1,1,2,298539,1,9,1,0,1902,55,0,>50K
51,0,0,1,1,1,95435,1,9,5,0,0,60,0,>50K
31,0,0,1,1,2,162160,1,9,10,0,0,47,0,<=50K
29,0,1,2,0,2,176037,9,11,9,14344,0,40,0,>50K
39,0,0,1,1,2,314007,12,6,10,0,2051,40,0,<=50K
48,0,1,1,1,2,197683,5,10,5,0,0,40,0,>50K
44,0,0,1,1,2,242521,0,13,5,7688,0,50,0,>50K
39,0,0,1,1,2,290321,12,6,8,0,0,40,0,<=50K
22,0,0,0,3,4,44064,2,7,2,0,0,35,0,<=50K
42,0,0,2,0,2,374790,4,5,10,0,0,40,0,<=50K
18,1,0,0,3,2,231562,1,9,5,0,0,33,0,<=50K
27,1,0,3,0,2,376150,5,10,5,0,0,25,0,<=50K
51,1,1,4,4,2,99987,12,6,8,0,0,40,0,<=50K
27,0,0,1,1,1,120126,5,10,1,0,0,40,0,<=50K
60,0,0,1,1,1,33717,2,7,7,0,0,50,0,<=50K
36,0,0,1,1,2,132879,15,2,2,0,0,40,25,<=50K
45,0,2,1,1,2,304570,0,13,1,0,0,60,26,>50K
40,0,0,1,1,2,100292,1,9,5,0,0,52,0,>50K
63,0,0,1,1,2,117473,5,10,3,4386,0,40,0,>50K
41,0,1,3,4,2,239833,1,9,6,0,0,50,0,<=50K
34,1,0,2,4,2,130369,1,9,6,1151,0,48,9,<=50K
34,0,0,1,1,2,347166,5,10,0,0,0,40,0,<=50K
31,1,0,1,2,2,502752,0,13,0,0,0,40,0,>50K
22,1,0,0,0,0,255575,6,12,3,0,0,15,0,<=50K
49,0,0,1,1,2,277946,5,10,1,0,0,50,0,>50K
36,0,0,1,1,2,143123,10,15,3,0,0,50,0,>50K
27,0,0,0,0,2,69132,0,13,9,0,0,37,0,<=50K
52,0,0,1,1,1,34973,1,9,7,0,1887,60,0,>50K
29,0,1,1,1,2,236992,1,9,4,0,0,50,0,<=50K
27,0,0,4,3,2,492263,12,6,8,0,0,35,4,<=50K
42,1,0,0,0,2,180019,1,9,4,0,0,65,0,<=50K
49,1,0,6,4,1,47086,0,13,5,0,0,40,0,<=50K
24,0,0,0,4,2,222853,5,10,10,0,0,50,0,<=50K
22,0,0,0,4,2,344176,1,9,5,0,0,20,0,<=50K
30,0,0,0,4,1,223212,0,13,5,0,0,40,0,<=50K
28,0,0,0,0,2,110981,5,10,4,0,0,40,0,<=50K
20,0,0,0,3,2,162688,9,11,4,0,0,40,0,<=50K
45,0,0,1,1,5,181307,10,15,3,15024,0,43,0,>50K
39,1,0,2,0,2,148903,1,9,5,4687,0,50,0,>50K
43,0,0,0,0,2,306440,10,15,3,0,0,66,23,<=50K
18,1,0,0,3,2,210311,1,9,5,0,0,20,0,<=50K
53,0,0,1,1,2,127117,1,9,8,0,0,40,0,<=50K
74,0,0,1,1,2,54732,5,10,5,0,0,20,0,>50K
39,0,2,1,1,2,271521,0,13,3,0,0,48,11,>50K
49,0,0,1,1,2,543922,1,9,10,0,0,42,0,>50K
21,0,0,1,1,2,766115,12,6,2,0,0,35,0,<=50K
39,0,0,0,0,2,284166,1,9,10,0,1564,50,0,>50K
49,0,0,1,1,2,122206,9,11,5,0,0,25,0,<=50K
47,0,0,1,1,2,334039,0,13,1,7298,0,44,0,>50K
46,0,0,1,1,1,225456,1,9,1,0,0,40,0,<=50K
29,0,2,1,1,2,112847,9,11,10,7298,0,32,0,>50K
61,1,0,6,4,1,171840,1,9,3,0,0,16,0,<=50K
48,1,0,2,0,2,180695,5,10,1,0,0,38,0,<=50K
44,0,0,2,0,2,121012,4,5,10,0,0,40,0,<=50K
37,0,0,1,1,5,126569,0,13,10,0,0,60,0,<=50K
45,0,0,1,1,2,227791,5,10,5,0,1740,50,0,<=50K
51,0,0,1,1,1,290290,0,13,3,0,0,45,0,>50K
33,1,0,0,0,4,251521,0,13,1,0,0,50,0,<=50K
55,1,0,1,2,1,41938,0,13,3,0,0,8,0,<=50K
25,1,0,1,2,2,27678,5,10,4,0,0,60,0,<=50K
26,0,2,2,0,2,133756,1,9,7,0,0,40,11,<=50K
54,0,0,1,1,2,215990,1,9,1,0,0,40,0,>50K
38,1,0,0,0,2,461337,1,9,5,0,0,33,0,<=50K
39,1,0,1,2,4,344855,3,14,3,0,1977,20,0,>50K
20,0,0,0,3,0,214542,5,10,3,0,0,40,0,<=50K
30,1,0,2,0,2,258170,1,9,0,0,0,40,0,<=50K
29,0,4,2,0,3,242147,1,9,0,0,0,45,0,<=50K
42,1,0,2,0,2,235700,1,9,2,0,0,40,0,<=50K
24,0,0,0,0,2,278130,6,12,0,0,0,40,0,<=50K
36,0,0,1,1,2,261241,1,9,8,0,0,50,0,>50K
60,0,2,1,1,2,85995,3,14,0,0,0,50,27,>50K
42,0,0,2,0,2,340885,1,9,7,0,0,44,0,<=50K
42,0,0,1,1,2,152889,12,6,10,0,0,45,0,<=50K
46,1,0,3,0,2,195023,1,9,8,0,0,40,13,<=50K
52,1,0,3,4,0,109600,3,14,1,4787,0,44,0,>50K
43,1,1,2,4,2,158177,5,10,0,0,0,35,0,<=50K
43,1,0,0,0,0,47818,0,13,3,0,0,40,0,<=50K
27,0,0,2,3,2,391468,2,7,10,0,0,40,0,<=50K
52,0,0,1,1,4,199995,3,14,1,7298,0,60,0,>50K
31,0,0,1,1,2,231043,5,10,6,0,0,50,0,<=50K
44,1,1,0,4,2,267790,4,5,4,0,0,40,0,<=50K
27,1,0,2,3,2,217379,5,10,3,0,0,40,0,<=50K
50,0,0,2,0,2,421561,5,10,1,0,0,40,0,<=50K
23,1,0,0,0,2,50953,5,10,9,0,0,40,0,<=50K
22,1,1,0,4,2,138504,5,10,0,0,0,30,0,<=50K
36,1,0,0,4,0,177064,5,10,1,0,0,40,0,<=50K
24,1,0,0,0,2,103064,0,13,9,3674,0,40,0,<=50K
59,0,0,1,1,2,184493,5,10,5,0,0,40,0,>50K
39,0,0,1,1,2,104089,9,11,10,0,0,50,0,>50K
23,0,0,0,3,2,149204,0,13,1,0,0,40,0,<=50K
37,1,0,0,0,2,405284,0,13,3,0,1340,42,0,<=50K
25,1,1,0,3,4,137296,6,12,0,0,0,38,0,<=50K
40,1,0,1,2,2,87771,1,9,10,0,1628,45,0,<=50K
38,0,2,1,1,0,125499,0,13,3,7688,0,60,3,>50K
31,0,0,1,1,2,59083,1,9,4,0,0,35,0,<=50K
28,1,0,2,0,4,138332,8,16,3,0,0,40,0,<=50K
24,0,1,0,4,2,198914,1,9,5,0,0,25,0,<=50K
46,0,0,1,1,4,238162,6,12,11,0,1887,50,0,>50K
29,1,2,1,2,2,123677,1,9,8,0,0,40,17,<=50K
38,0,0,1,1,3,325538,10,15,3,0,0,50,0,>50K
53,1,1,4,4,2,251063,5,10,1,0,0,40,0,<=50K
33,1,0,1,2,2,51471,1,9,9,0,1902,40,0,>50K
44,0,0,1,1,2,165599,1,9,8,0,0,48,0,<=50K
46,0,0,2,0,2,149640,0,13,3,0,0,45,7,>50K
30,0,0,0,3,2,143526,0,13,5,0,0,40,0,<=50K
24,0,0,1,1,2,211160,5,10,5,0,0,40,0,<=50K
29,1,0,0,3,2,342989,1,9,0,0,0,40,0,<=50K
62,0,0,1,1,1,173631,5,10,1,0,0,70,0,<=50K
25,0,0,3,0,2,141876,1,9,1,0,0,45,0,<=50K
45,0,0,0,0,2,137604,5,10,4,0,0,40,0,<=50K
21,0,0,0,3,2,129232,5,10,10,0,0,40,0,<=50K
64,0,0,1,1,3,271550,5,10,6,0,0,40,0,>50K
39,0,0,2,0,2,456922,0,13,9,0,0,40,0,<=50K
60,0,0,1,1,2,232242,1,9,5,0,0,40,0,<=50K
35,0,0,0,0,2,352188,1,9,9,0,0,40,0,<=50K
27,0,0,0,0,2,114967,0,13,9,0,0,40,0,<=50K
41,0,0,2,3,2,201981,1,9,10,0,0,40,0,<=50K
32,0,0,1,1,0,159247,3,14,3,0,0,50,0,<=50K
24,0,0,1,1,2,125905,1,9,10,0,0,40,0,<=50K
32,0,0,1,1,2,186824,0,13,10,0,0,40,0,>50K
42,0,0,1,1,4,121012,5,10,1,0,0,45,0,>50K
58,1,0,6,0,2,110844,3,14,5,0,0,27,0,<=50K
23,0,2,1,1,2,143003,3,14,3,0,1887,50,3,>50K
31,0,3,1,1,3,59732,1,9,7,0,0,40,0,<=50K
37,1,0,1,2,2,109633,0,13,3,0,0,16,0,>50K
19,0,0,0,3,2,160811,1,9,5,0,0,38,0,<=50K
27,1,0,0,0,1,365110,0,13,3,0,0,20,0,<=50K
61,0,0,1,1,1,113080,4,5,5,0,0,58,0,>50K
39,0,0,1,1,2,206074,0,13,3,0,0,45,0,>50K
25,0,1,0,4,2,173062,0,13,2,0,0,40,0,<=50K
58,0,0,1,1,2,117273,5,10,5,0,0,40,0,>50K
27,0,4,1,5,1,153805,5,10,6,0,0,50,16,>50K
51,0,1,1,1,2,293802,11,3,2,0,0,52,0,<=50K
43,0,0,1,1,4,153132,3,14,3,15024,0,40,0,>50K
46,1,0,2,4,2,166809,1,9,0,0,0,40,0,<=50K
50,0,0,1,1,4,231725,1,9,2,0,0,40,0,<=50K
20,0,0,0,3,2,63210,1,9,2,0,0,15,0,<=50K
35,1,0,6,4,2,108293,0,13,3,0,0,32,0,>50K
57,0,0,1,1,2,116878,15,2,2,0,0,40,25,<=50K
40,1,2,1,5,2,110622,10,15,0,0,0,40,11,<=50K
42,0,0,0,4,4,180318,12,6,7,0,0,35,0,<=50K
67,0,0,1,1,5,112318,12,6,10,0,0,40,0,<=50K
47,0,0,1,1,2,252079,0,13,8,7688,0,44,0,>50K
30,0,0,0,0,2,27153,1,9,2,0,0,50,0,<=50K
26,1,0,0,4,2,73312,2,7,8,0,0,15,0,<=50K
51,0,0,1,1,2,145409,1,9,10,0,0,40,0,<=50K
38,1,1,6,5,2,167882,5,10,4,0,0,45,19,<=50K
24,0,0,1,3,2,236696,1,9,2,0,0,35,0,<=50K
48,1,0,1,2,1,28791,1,9,5,0,0,50,0,<=50K
70,0,0,1,1,2,187292,0,13,2,6418,0,40,0,>50K
35,0,0,1,1,2,189922,1,9,10,0,0,40,0,<=50K
26,0,0,1,1,2,173992,5,10,10,0,0,45,0,>50K
64,0,0,0,0,2,253759,1,9,1,0,0,3,0,<=50K
26,1,0,0,4,2,111243,1,9,0,0,0,35,0,<=50K
39,0,0,1,1,1,147850,1,9,6,0,0,30,0,<=50K
55,1,0,0,3,2,171015,5,10,0,0,0,36,0,<=50K
33,0,0,1,1,1,361497,1,9,10,0,0,40,0,<=50K
31,0,0,1,1,2,137290,0,13,1,0,0,55,0,>50K
28,0,0,0,5,4,401886,1,9,0,0,0,20,0,<=50K
50,0,0,1,1,2,201882,3,14,8,0,0,30,0,<=50K
26,1,0,1,2,4,30793,0,13,3,0,0,55,0,>50K
44,1,1,2,0,3,139161,6,12,0,0,1741,40,0,<=50K
51,0,0,3,0,2,210736,1,9,10,0,0,40,0,<=50K
34,0,0,1,1,2,167781,1,9,4,0,0,50,0,<=50K
37,0,0,1,1,2,103986,0,13,3,7688,0,39,0,>50K
29,0,0,1,1,2,144592,10,15,3,0,0,50,0,>50K
24,0,1,0,0,2,493034,0,13,3,0,0,40,0,<=50K
27,1,0,2,4,2,184078,9,11,0,0,0,40,0,<=50K
44,0,0,1,1,2,191814,5,10,10,0,0,45,0,<=50K
24,0,0,0,0,2,329852,1,9,8,0,0,40,0,<=50K
54,0,0,1,1,2,223660,1,9,1,0,0,55,0,>50K
47,1,0,4,4,2,177087,5,10,0,0,0,50,0,>50K
30,0,0,0,0,2,143766,1,9,4,0,0,30,0,<=50K
35,1,0,2,0,2,234271,5,10,0,0,0,40,0,<=50K
39,0,1,1,1,3,314822,5,10,0,0,0,40,0,<=50K
42,1,1,4,4,2,195584,6,12,0,0,0,40,0,<=50K
70,0,0,1,1,5,207938,0,13,1,0,2377,50,0,>50K
41,0,2,1,1,2,126850,10,15,0,0,0,40,11,<=50K
36,1,0,0,0,2,279485,1,9,1,0,0,38,0,<=50K
44,0,0,1,1,2,267717,3,14,3,0,0,42,0,>50K
20,1,0,0,3,2,163665,5,10,6,0,0,17,0,<=50K
29,0,0,0,0,2,200468,12,6,3,0,0,40,0,<=50K
27,1,0,1,2,2,91501,1,9,9,0,0,40,0,<=50K
30,0,2,1,1,2,182771,3,14,3,0,0,40,0,>50K
59,0,0,1,1,1,56392,5,10,7,0,1579,60,0,<=50K
31,1,0,0,0,2,20511,0,13,4,0,0,25,0,<=50K
21,0,0,0,5,2,538822,1,9,4,0,0,40,4,<=50K
26,0,2,0,4,2,332008,5,10,10,0,0,37,18,<=50K
57,0,0,1,1,5,220789,1,9,5,0,0,45,0,>50K
59,0,0,1,1,1,114760,5,10,10,0,0,20,0,>50K
25,0,0,0,0,2,181576,5,10,6,0,0,55,0,<=50K
39,0,0,1,1,2,198841,3,14,3,7688,0,45,0,>50K
53,0,0,1,1,2,53197,3,14,3,3103,0,40,0,>50K
32,1,0,0,0,0,542265,1,9,0,0,0,40,0,<=50K
38,0,0,1,1,2,193026,2,7,10,0,0,40,0,<=50K
21,1,1,0,4,2,25505,9,11,0,0,0,35,0,<=50K
17,0,0,0,3,2,375657,2,7,2,0,0,30,0,<=50K
44,1,1,0,4,2,201599,2,7,8,0,0,40,0,<=50K
23,0,0,0,3,2,181820,5,10,2,0,0,20,0,<=50K
57,1,0,1,2,2,334224,5,10,10,9386,0,40,0,>50K
30,0,0,1,1,0,54318,2,7,6,0,0,40,0,<=50K
51,0,0,1,1,1,141388,1,9,7,0,0,55,0,<=50K
54,0,0,1,1,1,57101,1,9,10,0,0,35,0,<=50K
44,1,0,2,0,2,168515,5,10,0,0,0,40,9,<=50K
60,0,0,1,1,2,163665,5,10,11,0,0,16,0,>50K
28,0,0,1,1,2,207513,0,13,5,7298,0,42,0,>50K
39,0,0,1,1,2,293291,1,9,8,0,0,50,0,>50K
55,0,0,1,1,2,70088,3,14,3,0,0,40,0,>50K
36,1,0,1,2,2,199346,3,14,3,0,0,50,0,>50K
55,1,0,1,2,4,143949,3,14,3,3103,0,45,0,>50K
33,0,0,1,1,2,207201,1,9,8,0,0,55,0,>50K
30,1,0,1,2,2,430283,1,9,0,7298,0,40,0,>50K
40,0,0,1,1,4,293809,0,13,3,0,0,20,0,<=50K
30,0,0,1,1,2,378009,3,14,1,0,0,50,0,>50K
40,0,0,2,0,2,226608,5,10,9,0,0,30,24,>50K
24,1,0,0,0,2,314182,1,9,6,0,0,50,0,<=50K
18,0,0,0,3,2,170544,2,7,5,0,0,20,0,<=50K
18,1,0,0,3,2,94196,1,9,2,0,0,25,0,<=50K
49,0,0,1,1,2,193047,1,9,10,0,0,45,0,>50K
42,0,0,1,1,2,112607,1,9,10,0,0,50,0,<=50K
28,0,0,1,1,4,146949,1,9,2,0,0,40,0,<=50K
32,0,0,1,1,2,309513,6,12,10,0,0,40,0,<=50K
48,1,0,4,4,1,191389,5,10,5,0,0,50,0,<=50K
24,1,0,0,3,2,213902,7,4,13,0,0,32,22,<=50K
73,1,0,1,2,1,46514,1,9,5,0,0,25,0,<=50K
23,0,0,1,1,2,38707,5,10,6,0,0,60,0,>50K
19,1,0,0,0,2,188568,5,10,13,0,0,40,0,<=50K
27,0,0,1,1,2,215014,1,9,5,0,0,35,4,<=50K
27,0,0,0,0,2,184477,14,8,4,0,0,40,0,<=50K
41,0,0,1,1,1,204235,10,15,3,0,0,50,0,>50K
31,0,0,1,1,2,39054,1,9,10,0,0,20,0,<=50K
64,0,0,1,1,5,272531,1,9,10,0,0,40,0,>50K
45,0,0,0,3,2,358701,14,8,4,0,0,10,4,<=50K
47,1,0,1,2,2,217750,1,9,4,0,0,35,0,<=50K
22,0,0,0,5,2,200374,1,9,8,0,0,35,0,<=50K
24,1,1,0,4,2,498349,0,13,6,0,0,40,0,<=50K
69,0,0,1,1,0,170458,1,9,4,0,0,20,0,<=50K
40,0,0,1,1,1,57233,9,11,1,0,0,40,0,>50K
45,0,0,1,1,2,188432,1,9,10,0,0,40,0,<=50K
47,0,0,0,5,1,33300,6,12,7,10520,0,45,0,>50K
31,1,0,0,0,2,225779,1,9,8,0,0,40,0,<=50K
48,1,0,2,4,2,46677,6,12,1,0,0,42,0,<=50K
41,1,1,1,2,2,227968,0,13,3,0,0,35,19,>50K
34,0,0,0,3,2,85355,0,13,0,0,0,40,0,<=50K
48,0,0,1,1,2,207120,5,10,3,0,0,40,0,<=50K
28,1,0,1,2,4,229223,9,11,3,7688,0,36,0,>50K
20,1,0,0,3,2,224640,6,12,1,0,0,40,0,<=50K
39,0,2,1,1,2,139012,0,13,0,0,0,40,11,>50K
40,1,1,2,0,3,130749,5,10,1,0,0,40,0,<=50K
28,0,0,0,0,2,204516,12,6,6,0,0,45,0,<=50K
20,1,0,0,0,2,105479,5,10,5,0,0,25,0,<=50K
41,0,1,2,0,2,197093,0,13,3,0,0,40,0,<=50K
49,0,0,1,1,5,431245,5,10,5,0,0,50,0,>50K
24,0,0,1,1,2,155150,1,9,8,0,0,40,0,<=50K
35,0,0,1,1,0,216035,1,9,11,0,0,40,0,<=50K
22,0,0,0,3,2,388247,5,10,5,0,0,40,0,<=50K
23,1,0,0,0,2,208908,0,13,4,0,0,30,0,<=50K
23,1,0,2,4,2,259301,1,9,1,0,0,40,0,<=50K
42,0,0,1,1,1,69333,9,11,6,4386,0,80,0,>50K
34,0,0,1,1,2,167893,5,10,3,0,0,64,0,>50K
32,0,1,0,3,3,386877,9,11,9,4650,0,40,0,<=50K
54,0,0,1,1,2,146551,1,9,0,0,0,54,0,>50K
48,1,2,4,4,2,238360,0,13,0,0,0,40,11,<=50K
38,0,0,1,1,2,187748,0,13,3,0,0,40,0,>50K
48,1,0,2,4,0,50748,0,13,0,0,0,40,0,<=50K
22,0,0,1,1,2,50136,11,3,4,0,0,40,22,<=50K
42,0,0,1,1,2,111483,0,13,9,0,0,50,0,>50K
31,0,2,1,1,2,298871,8,16,3,0,0,40,26,<=50K
27,1,0,0,0,2,147340,1,9,4,0,0,50,0,>50K
57,0,0,4,0,2,132704,3,14,3,10520,0,32,0,>50K
46,1,0,2,0,0,327786,9,11,9,3325,0,42,0,<=50K
44,0,0,1,1,3,243636,9,11,10,0,0,40,0,>50K
42,0,0,1,1,4,194417,5,10,11,0,0,40,0,>50K
24,0,0,0,0,2,236696,0,13,1,0,0,40,0,<=50K
38,0,0,3,0,2,337130,15,2,10,0,0,40,4,<=50K
29,0,0,1,1,2,273051,0,13,1,0,0,52,29,>50K
38,0,0,1,1,2,186191,1,9,10,0,0,55,0,<=50K
33,1,0,2,4,2,268451,5,10,1,0,0,40,0,<=50K
61,1,0,1,2,2,154600,1,9,4,0,0,4,0,<=50K
49,0,0,1,1,4,405309,9,11,10,0,0,40,0,>50K
51,0,0,1,1,1,99185,6,12,1,0,0,40,0,>50K
42,1,1,2,5,2,191765,1,9,4,0,0,35,0,<=50K
21,0,0,0,3,2,253583,1,9,2,0,0,40,0,<=50K
54,0,0,1,1,2,204397,5,10,7,0,0,50,0,<=50K
23,1,0,0,0,2,288771,5,10,0,0,0,30,0,<=50K
52,0,0,1,1,2,173987,12,6,10,0,0,40,0,<=50K
28,1,0,1,2,4,33662,3,14,3,7298,0,40,0,>50K
23,0,0,2,3,2,91658,5,10,2,0,0,40,0,<=50K
43,0,0,1,1,2,226902,1,9,5,0,0,80,0,>50K
45,0,0,1,1,2,232586,5,10,10,0,0,50,0,>50K
51,0,0,1,1,1,291755,7,4,1,0,0,42,0,<=50K
23,1,2,0,3,2,161478,5,10,5,0,0,40,0,<=50K
73,0,0,1,1,1,109833,0,13,7,0,0,30,0,<=50K
47,1,0,2,4,1,229394,2,7,1,0,0,55,0,<=50K
26,1,1,0,0,2,491862,9,11,1,0,0,40,0,<=50K
40,0,0,1,1,2,311534,1,9,2,0,0,40,0,>50K
32,0,0,1,1,1,420895,0,13,5,0,0,47,0,<=50K
39,1,1,2,4,2,226374,12,6,4,0,0,40,0,<=50K
33,1,0,0,0,3,101345,0,13,3,0,0,40,0,<=50K
35,0,0,1,1,2,48779,1,9,7,0,0,35,0,<=50K
42,0,0,2,3,2,152676,1,9,1,0,0,40,0,<=50K
46,0,0,1,1,2,164877,5,10,10,0,0,44,0,<=50K
33,0,0,0,3,2,97521,1,9,0,0,0,40,0,<=50K
47,0,0,0,3,2,88564,11,3,8,0,0,20,0,<=50K
33,0,0,1,1,2,188246,0,13,1,0,0,40,0,<=50K
26,1,0,2,3,2,189185,1,9,0,0,0,40,0,<=50K
42,1,1,2,4,0,163069,5,10,0,0,0,40,0,<=50K
28,0,0,1,1,2,251905,0,13,3,0,0,50,0,<=50K
18,1,0,0,3,2,36882,14,8,5,0,0,20,0,<=50K
33,0,0,1,1,1,195891,5,10,1,0,0,45,0,<=50K
36,1,0,6,4,2,194905,0,13,3,0,0,44,0,<=50K
33,0,0,1,1,2,133503,1,9,11,7688,0,48,0,>50K
40,1,0,3,4,2,31621,1,9,0,0,0,40,0,<=50K
57,0,0,1,1,1,413373,8,16,5,0,1902,40,0,>50K
40,0,0,2,4,2,196029,1,9,6,0,0,45,0,<=50K
36,0,0,1,1,2,107302,1,9,9,0,0,50,0,<=50K
45,1,1,0,0,2,151267,0,13,0,0,0,40,0,>50K
52,0,0,1,1,2,256861,0,13,1,0,0,50,0,<=50K
24,0,0,4,0,2,82777,1,9,8,0,0,40,0,<=50K
30,1,0,3,0,2,147430,1,9,0,0,0,40,0,<=50K
46,1,0,0,0,1,165754,8,16,3,0,0,45,0,<=50K
36,1,1,4,4,2,448337,1,9,5,0,0,40,0,<=50K
48,1,0,0,0,2,185079,1,9,1,0,0,50,0,<=50K
36,1,0,2,4,2,418702,9,11,0,0,0,40,0,<=50K
48,0,0,1,1,2,41504,1,9,6,0,0,40,0,>50K
21,1,0,0,3,2,387335,5,10,9,0,1719,9,0,<=50K
18,1,0,0,0,2,261720,1,9,0,0,0,40,0,<=50K
38,1,0,2,0,2,133963,0,13,3,0,0,50,0,>50K
36,0,0,1,1,0,179488,0,13,11,7298,0,55,0,>50K
38,1,0,0,0,2,60135,1,9,6,0,0,40,0,<=50K
55,0,0,6,0,1,308746,10,15,3,0,0,55,0,>50K
27,0,0,1,1,2,278720,1,9,10,0,0,45,0,>50K
22,0,0,0,0,0,477505,6,12,0,0,0,40,0,<=50K
29,0,0,0,5,2,164711,5,10,2,0,0,40,0,<=50K
40,1,0,0,4,2,208277,5,10,1,0,0,40,0,<=50K
21,1,0,0,3,2,39943,5,10,5,0,0,20,0,<=50K
49,1,0,2,0,2,104542,1,9,0,0,0,40,0,<=50K
29,1,0,1,2,2,286634,0,13,3,0,0,50,0,>50K
28,0,0,0,0,2,142712,0,13,1,0,0,50,0,>50K
26,0,0,1,1,2,336404,1,9,11,0,0,40,0,<=50K
33,1,0,0,0,2,117983,1,9,0,0,0,41,0,<=50K
59,0,0,1,1,2,59469,3,14,9,0,0,40,10,<=50K
37,0,0,1,1,2,171968,9,11,0,0,0,40,0,<=50K
27,0,0,0,0,2,278617,5,10,10,0,0,40,0,<=50K
39,0,2,1,1,2,72338,3,14,3,0,0,40,11,>50K
49,1,0,0,0,4,343231,3,14,3,0,0,80,0,<=50K
30,1,2,1,3,2,63910,1,9,5,0,0,40,0,<=50K
28,1,1,1,2,2,190350,4,5,11,0,0,40,0,<=50K
25,0,0,0,3,0,176162,0,13,11,0,0,40,0,<=50K
18,0,0,0,3,2,37720,12,6,8,0,0,40,0,<=50K
25,0,0,0,3,2,421467,6,12,2,0,0,26,0,<=50K
36,0,0,0,3,2,138441,5,10,8,0,0,40,0,<=50K
52,0,0,1,1,2,146767,1,9,8,0,0,40,0,>50K
25,0,0,2,0,2,160445,1,9,10,0,0,40,0,<=50K
26,0,0,0,3,2,211695,0,13,3,0,0,40,0,<=50K
50,1,0,1,2,2,102346,0,13,1,0,2415,20,0,>50K
48,0,0,1,1,2,128796,6,12,1,0,0,40,0,>50K
39,0,0,1,1,2,111129,1,9,2,0,0,40,0,<=50K
30,0,0,1,1,4,44566,0,13,3,0,0,40,0,<=50K
26,0,0,1,1,2,118497,1,9,10,0,0,60,0,<=50K
36,0,0,1,1,2,334291,5,10,10,0,1887,40,0,>50K
49,0,0,1,1,2,237920,8,16,5,0,0,60,0,<=50K
34,0,0,1,1,4,136331,0,13,3,0,0,60,0,<=50K
28,0,4,0,5,2,187397,1,9,4,0,0,48,4,<=50K
28,0,0,0,0,1,119793,1,9,4,0,0,40,0,<=50K
42,0,0,1,1,2,24982,5,10,10,7688,0,40,0,>50K
26,0,0,1,1,1,231714,1,9,10,0,0,40,0,<=50K
54,0,1,1,1,2,229272,1,9,10,0,0,40,0,>50K
61,0,0,1,1,1,268831,1,9,5,0,0,53,0,<=50K
45,0,0,0,0,1,149640,10,15,3,0,0,30,0,>50K
29,1,0,0,0,2,261725,0,13,0,0,0,35,0,<=50K
74,1,0,2,0,2,161387,1,9,2,0,0,16,0,<=50K
61,1,0,6,0,4,260167,1,9,3,0,0,40,0,<=50K
27,0,0,0,3,2,200928,5,10,5,0,0,22,0,<=50K
53,0,0,1,1,3,155594,0,13,3,0,0,40,0,>50K
57,0,2,1,1,1,79539,1,9,7,0,0,40,0,<=50K
41,0,0,1,1,2,469454,5,10,10,0,0,40,0,<=50K
45,0,0,1,1,2,331482,0,13,3,0,0,50,0,<=50K
43,0,0,1,1,2,225193,1,9,5,0,0,40,0,<=50K
29,0,2,1,3,2,82393,1,9,4,0,0,25,11,<=50K
41,1,0,1,2,2,58484,0,13,1,0,0,40,0,<=50K
